priority,graph_name,chart_type,source_file,status,detected_columns_or_asset,reason,suggested_output_filename
1,Display existing Confusion Matrix,existing saved image,results/Rice/Centralized/MobileNetV2/seed42/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Centralized/MobileNetV2/seed42/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Centralized/ResNet18/seed123/confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Centralized/ResNet18/seed123/confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Centralized/ResNet18/seed2026/confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Centralized/ResNet18/seed2026/confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Centralized/ResNet18/seed42/confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Centralized/ResNet18/seed42/confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Centralized/ResNet18/seed42/test_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Centralized/ResNet18/seed42/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Centralized/ResNet18/seed42/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Centralized/ResNet18/seed42/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/DDP/ResNet18/Final/evaluation/test_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/DDP/ResNet18/Final/evaluation/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/DDP/ResNet18/Final/evaluation/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/DDP/ResNet18/Final/evaluation/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/test_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/test_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/test_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/test_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/test_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Rice/SupportingEvidence/ResNet18Proof/confusion_matrix.png,Existing asset; no regeneration required,results/Rice/SupportingEvidence/ResNet18Proof/confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Wheat/Centralized/ResNet18/GroupedV2_FullInverseWeights/test_07_confusion_matrix.png,Existing asset; no regeneration required,results/Wheat/Centralized/ResNet18/GroupedV2_FullInverseWeights/test_07_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_07_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Wheat/Centralized/ResNet18/GroupedV2_FullInverseWeights/test_confusion_matrix.png,Existing asset; no regeneration required,results/Wheat/Centralized/ResNet18/GroupedV2_FullInverseWeights/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Wheat/Centralized/ResNet18/GroupedV2_FullInverseWeights/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Wheat/Centralized/ResNet18/GroupedV2_FullInverseWeights/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Wheat/Centralized/ResNet18/GroupedV3_SqrtWeights/test_07_confusion_matrix.png,Existing asset; no regeneration required,results/Wheat/Centralized/ResNet18/GroupedV3_SqrtWeights/test_07_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_07_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Wheat/Centralized/ResNet18/GroupedV3_SqrtWeights/test_confusion_matrix.png,Existing asset; no regeneration required,results/Wheat/Centralized/ResNet18/GroupedV3_SqrtWeights/test_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,test_confusion_matrix.png
1,Display existing Confusion Matrix,existing saved image,results/Wheat/Centralized/ResNet18/GroupedV3_SqrtWeights/validation_confusion_matrix.png,Existing asset; no regeneration required,results/Wheat/Centralized/ResNet18/GroupedV3_SqrtWeights/validation_confusion_matrix.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,validation_confusion_matrix.png
1,Display existing Dataset Split,existing saved image,streamlit-ui/streamlit-ui/assets/generated_charts/dataset_split_rice.png,Existing asset; no regeneration required,streamlit-ui/streamlit-ui/assets/generated_charts/dataset_split_rice.png,The repository already contains a suitable visual asset that can be displayed directly in Streamlit.,dataset_split_rice.png
1,Images per federated client,bar,streamlit-ui/streamlit-ui/data/client_statistics.csv,Ready from structured data,"alpha, client, distribution, images",Visually proves that data was partitioned among separate federated clients.,client_statistics_images_per_client.png
1,Loss by round/epoch,line,streamlit-ui/streamlit-ui/data/round_metrics.csv,Ready from structured data,"distribution, method, round, loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",round_metrics_loss_convergence.png
1,Loss comparison across experiments,grouped horizontal bar,streamlit-ui/streamlit-ui/data/round_metrics.csv,Ready from structured data,"architecture, dataset, distribution, method, loss","Provides the clearest final comparison of centralized, distributed and federated approaches.",round_metrics_loss_comparison.png
1,Macro F1 by round/epoch,line,streamlit-ui/streamlit-ui/data/experiment_results.csv,Ready from structured data,"distribution, method, selected_round, macro_f1","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",experiment_results_macro_f1_convergence.png
1,Macro F1 by round/epoch,line,streamlit-ui/streamlit-ui/data/round_metrics.csv,Ready from structured data,"distribution, method, round, macro_f1","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",round_metrics_macro_f1_convergence.png
1,Macro F1 comparison across experiments,grouped horizontal bar,experiments/results/tables/rice_architecture_evaluation.csv,Ready from structured data,"model, macro_f1","Provides the clearest final comparison of centralized, distributed and federated approaches.",rice_architecture_evaluation_macro_f1_comparison.png
1,Macro F1 comparison across experiments,grouped horizontal bar,results/Reports/FinalReportArchive/tables/rice_architecture_evaluation.csv,Ready from structured data,"model, macro_f1","Provides the clearest final comparison of centralized, distributed and federated approaches.",rice_architecture_evaluation_macro_f1_comparison.png
1,Macro F1 comparison across experiments,grouped horizontal bar,streamlit-ui/streamlit-ui/data/experiment_results.csv,Ready from structured data,"architecture, dataset, distribution, method, macro_f1","Provides the clearest final comparison of centralized, distributed and federated approaches.",experiment_results_macro_f1_comparison.png
1,Macro F1 comparison across experiments,grouped horizontal bar,streamlit-ui/streamlit-ui/data/round_metrics.csv,Ready from structured data,"architecture, dataset, distribution, method, macro_f1","Provides the clearest final comparison of centralized, distributed and federated approaches.",round_metrics_macro_f1_comparison.png
1,Macro-F1 comparison across experiments,grouped horizontal bar,results/Rice/Federated/Summaries/Presentation_tables/table_1_alpha0p5_comprehensive.csv,Ready from structured data,"Approach, Backbone, Macro-F1","Provides the clearest final comparison of centralized, distributed and federated approaches.",table_1_alpha0p5_comprehensive_macro_f1_comparison.png
1,Train Loss by round/epoch,line,experiments/results/rice/rice_ddp_resnet18/metrics.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",metrics_train_loss_convergence.png
1,Train Loss by round/epoch,line,experiments/results/rice/rice_efficientnetb0_grouped_v1/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,experiments/results/rice/rice_mobilenetv2_grouped_v1/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,experiments/results/rice/rice_resnet18_grouped_v1/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,experiments/results/rice/rice_resnet18_grouped_v1/history_final.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_final_train_loss_convergence.png
1,Train Loss by round/epoch,line,experiments/results/wheat/wheat_resnet18_grouped_v2/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,experiments/results/wheat/wheat_resnet18_grouped_v3_sqrt_weights/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Rice/Centralized/EfficientNetB0/seed42/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Rice/Centralized/MobileNetV2/seed42/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Rice/Centralized/ResNet18/seed123/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Rice/Centralized/ResNet18/seed2026/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Rice/Centralized/ResNet18/seed42/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Rice/DDP/ResNet18/Final/metrics.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",metrics_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Rice/SupportingEvidence/ResNet18Proof/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Wheat/Centralized/ResNet18/GroupedV2_FullInverseWeights/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train Loss by round/epoch,line,results/Wheat/Centralized/ResNet18/GroupedV3_SqrtWeights/history.json,Ready from structured data,"epoch, epoch_seconds, train_loss","Shows convergence and whether FedAvg, FedPer or FedRep stabilize differently across training rounds.",history_train_loss_convergence.png
1,Train/validation/test split,bar,experiments/results/rice/rice_ddp_resnet18/evaluation/evaluation_summary.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,evaluation_summary_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_efficientnetb0_grouped_v1/metrics.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, dataset_root, split_sizes, split_sizes.test, split_sizes.train, split_sizes.validation",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,metrics_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_efficientnetb0_grouped_v1/test_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,test_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_efficientnetb0_grouped_v1/validation_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,validation_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_fedavg_iid_mobilenetv2/evaluation/test_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,test_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_fedavg_iid_mobilenetv2/evaluation/validation_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,validation_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_fedavg_iid_resnet18/evaluation/evaluation_summary.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,evaluation_summary_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_fedavg_noniid_mobilenetv2/evaluation/test_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,test_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_fedavg_noniid_mobilenetv2/evaluation/validation_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,validation_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_fedavg_noniid_resnet18/evaluation/evaluation_summary.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,evaluation_summary_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_mobilenetv2_grouped_v1/metrics.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, dataset_root, split_sizes, split_sizes.test, split_sizes.train, split_sizes.validation",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,metrics_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_mobilenetv2_grouped_v1/test_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,test_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_mobilenetv2_grouped_v1/validation_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,validation_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_resnet18_grouped_v1/metrics.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, dataset_root, split_sizes, split_sizes.test, split_sizes.train, split_sizes.validation",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,metrics_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_resnet18_grouped_v1/metrics_final.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, dataset_root, split_sizes, split_sizes.test, split_sizes.train, split_sizes.validation",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,metrics_final_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_resnet18_grouped_v1/test_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,test_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/rice/rice_resnet18_grouped_v1/validation_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,validation_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/tables/rice_architecture_evaluation.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,rice_architecture_evaluation_data_split.png
1,Train/validation/test split,bar,experiments/results/tables/rice_fedavg_mobilenetv2_comparison.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,rice_fedavg_mobilenetv2_comparison_data_split.png
1,Train/validation/test split,bar,experiments/results/wheat/wheat_resnet18_grouped_v2/evaluation_summary.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,evaluation_summary_data_split.png
1,Train/validation/test split,bar,experiments/results/wheat/wheat_resnet18_grouped_v2/metrics.json,Ready from structured data,"results.test.classification_report.Black Germ.support, results.test.classification_report.Broken.support, results.test.classification_report.Fusarium.support, results.test.classification_report.Insect.support, results.test.classification_report.Moldy.support, results.test.classification_report.Sound.support, results.test.classification_report.Spotted.support, results.test.classification_report.Sprouted.support, results.test.classification_report.macro avg.support, results.test.classification_report.weighted avg.support, results.test_07.classification_report.Black Germ.support, results.test_07.classification_report.Broken.support, results.test_07.classification_report.Fusarium.support, results.test_07.classification_report.Insect.support, results.test_07.classification_report.Moldy.support, results.test_07.classification_report.Sound.support, results.test_07.classification_report.Spotted.support, results.test_07.classification_report.Sprouted.support, results.test_07.classification_report.macro avg.support, results.test_07.classification_report.weighted avg.support, results.validation.classification_report.Black Germ.support, results.validation.classification_report.Broken.support, results.validation.classification_report.Fusarium.support, results.validation.classification_report.Insect.support, results.validation.classification_report.Moldy.support, results.validation.classification_report.Sound.support, results.validation.classification_report.Spotted.support, results.validation.classification_report.Sprouted.support, results.validation.classification_report.macro avg.support, results.validation.classification_report.weighted avg.support, split_sizes, split_sizes.test, split_sizes.test_07, split_sizes.train, split_sizes.validation",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,metrics_data_split.png
1,Train/validation/test split,bar,experiments/results/wheat/wheat_resnet18_grouped_v3_sqrt_weights/evaluation_summary.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,evaluation_summary_data_split.png
1,Train/validation/test split,bar,experiments/results/wheat/wheat_resnet18_grouped_v3_sqrt_weights/metrics.json,Ready from structured data,"results.test.classification_report.Black Germ.support, results.test.classification_report.Broken.support, results.test.classification_report.Fusarium.support, results.test.classification_report.Insect.support, results.test.classification_report.Moldy.support, results.test.classification_report.Sound.support, results.test.classification_report.Spotted.support, results.test.classification_report.Sprouted.support, results.test.classification_report.macro avg.support, results.test.classification_report.weighted avg.support, results.test_07.classification_report.Black Germ.support, results.test_07.classification_report.Broken.support, results.test_07.classification_report.Fusarium.support, results.test_07.classification_report.Insect.support, results.test_07.classification_report.Moldy.support, results.test_07.classification_report.Sound.support, results.test_07.classification_report.Spotted.support, results.test_07.classification_report.Sprouted.support, results.test_07.classification_report.macro avg.support, results.test_07.classification_report.weighted avg.support, results.validation.classification_report.Black Germ.support, results.validation.classification_report.Broken.support, results.validation.classification_report.Fusarium.support, results.validation.classification_report.Insect.support, results.validation.classification_report.Moldy.support, results.validation.classification_report.Sound.support, results.validation.classification_report.Spotted.support, results.validation.classification_report.Sprouted.support, results.validation.classification_report.macro avg.support, results.validation.classification_report.weighted avg.support, split_sizes, split_sizes.test, split_sizes.test_07, split_sizes.train, split_sizes.validation",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,metrics_data_split.png
1,Train/validation/test split,bar,results/Reports/FinalReportArchive/tables/rice_architecture_evaluation.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,rice_architecture_evaluation_data_split.png
1,Train/validation/test split,bar,results/Reports/FinalReportArchive/tables/rice_fedavg_mobilenetv2_comparison.csv,Ready from structured data,"num_images, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,rice_fedavg_mobilenetv2_comparison_data_split.png
1,Train/validation/test split,bar,results/Rice/Centralized/EfficientNetB0/seed42/metrics.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, dataset_root, split_sizes, split_sizes.test, split_sizes.train, split_sizes.validation",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,metrics_data_split.png
1,Train/validation/test split,bar,results/Rice/Centralized/EfficientNetB0/seed42/test_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,test_evaluation_data_split.png
1,Train/validation/test split,bar,results/Rice/Centralized/EfficientNetB0/seed42/validation_evaluation.json,Ready from structured data,"classification_report.0_NOR.support, classification_report.1_F&S.support, classification_report.2_SD.support, classification_report.3_MY.support, classification_report.4_AP.support, classification_report.5_BN.support, classification_report.6_UN.support, classification_report.7_IM.support, classification_report.macro avg.support, classification_report.weighted avg.support, split",Summarizes the evaluation protocol and can accompany the capture-group-overlap value.,validation_evaluation_data_split.png
